wiki_movie_id,language_name,averageRating
10815122,Standard Cantonese,7.3
10815122,Cantonese,7.3
4956603,Tamil Language,5.8
2200771,Japanese Language,6.6
2200771,English Language,6.6
2200771,Cantonese,6.6
9470281,English Language,6.3
30013158,English Language,6.9
7330661,English Language,5.0
10061978,Arabic Language,7.0
10061978,English Language,7.0
1356982,English Language,6.3
3934285,English Language,5.5
1073955,English Language,7.0
2467794,English Language,6.7
10385898,English Language,7.0
12807520,English Language,6.1
3920193,English Language,8.2
3920193,Spanish Language,8.2
3389965,Japanese Language,2.2
3389965,English Language,2.2
5800622,English Language,7.7
3936740,French Language,6.5
3936740,English Language,6.5
3936740,Russian Language,6.5
4143719,English Language,5.5
21217240,English Language,4.4
27156371,English Language,6.9
15493185,Standard Mandarin,6.6
15493185,English Language,6.6
15493185,Cantonese,6.6
541642,Russian Language,6.5
541642,German Language,6.5
541642,English Language,6.5
541642,Spanish Language,6.5
2528212,French Language,7.6
2528212,Swahili Language,7.6
2528212,English Language,7.6
2528212,German Language,7.6
2082089,English Language,4.9
10328139,French Language,6.7
10328139,Japanese Language,6.7
10328139,Czech Language,6.7
10328139,English Language,6.7
33064024,English Language,5.4
33064024,Standard Mandarin,5.4
19134923,English Language,5.8
23961650,English Language,5.5
8401387,English Language,4.7
1789671,English Language,7.2
3387839,French Language,7.2
32580654,Hindi Language,5.9
17437489,English Language,6.7
8118414,English Language,6.3
201448,English Language,6.9
350629,English Language,6.9
350629,Spanish Language,6.9
14445050,English Language,6.2
903140,Hindi Language,8.1
4018828,English Language,5.6
11086287,Hindi Language,4.3
709318,English Language,5.3
21404478,English Language,7.0
22410144,English Language,3.1
3730809,English Language,6.3
320502,English Language,6.7
13448042,Thai Language,5.5
320500,English Language,6.2
320500,German Language,6.2
9822793,Italian Language,6.9
9822793,German Language,6.9
9822793,English Language,6.9
29754100,Dutch Language,7.2
3623294,English Language,6.6
9446254,English Language,5.9
282964,English Language,7.9
129602,English Language,7.8
19112117,French Language,7.4
19112117,Japanese Language,7.4
19112117,Cantonese,7.4
19112117,Standard Cantonese,7.4
10195586,Cantonese,4.0
4635580,Tamil Language,5.2
6257968,English Language,5.7
4647498,English Language,4.6
8085358,English Language,6.5
23487599,Tamil Language,7.7
24336588,Japanese Language,5.9
5767035,Hindi Language,7.0
3717574,English Language,6.7
2929705,English Language,5.6
1712658,Russian Language,5.1
1712658,English Language,5.1
243204,Italian Language,5.3
243204,English Language,5.3
18041934,Silent film,6.6
18041934,English Language,6.6
4036425,Hindi Language,6.4
4036425,English Language,6.4
633832,French Language,7.3
633832,Somali Language,7.3
633832,English Language,7.3
633832,Spanish Language,7.3
5305513,English Language,5.3
2763233,English Language,6.3
8325860,Taiwanese,7.6
8325860,Standard Mandarin,7.6
4390553,Italian Language,6.2
1312930,English Language,5.7
11723307,English Language,4.2
2977516,English Language,7.5
1232511,English Language,5.7
2311219,Arabic Language,7.5
2311219,Italian Language,7.5
2311219,English Language,7.5
2311219,French Language,7.5
2311219,Hebrew Language,7.5
2311219,Greek Language,7.5
2311219,Russian Language,7.5
2311219,German Language,7.5
16833930,Standard Mandarin,6.8
16833930,Mandarin Chinese,6.8
24903334,Danish Language,7.0
1118809,English Language,5.7
177740,English Language,8.0
27265073,Standard Cantonese,5.4
3021304,English Language,7.0
23135176,Swedish Language,7.8
23135176,English Language,7.8
76335,Spanish Language,7.8
76335,English Language,7.8
76335,Navajo Language,7.8
5501567,English Language,7.3
561315,English Language,8.1
15336744,English Language,5.7
7497695,English Language,5.9
17971153,Standard Mandarin,6.6
4539015,English Language,7.0
2302751,English Language,6.2
2302751,Spanish Language,6.2
3096943,English Language,6.8
11561029,Japanese Language,6.2
11496773,English Language,3.7
4694464,English Language,5.8
13891325,Spanish Language,7.3
1751944,Japanese Language,7.5
1751944,Korean Language,7.5
1751944,English Language,7.5
6856411,Silent film,7.2
6856411,English Language,7.2
6945281,English Language,5.8
16125220,English Language,7.0
3653886,French Language,7.3
12401310,English Language,4.1
15164491,English Language,7.1
897540,English Language,6.1
29251729,Bosnian language,8.1
26717073,Arabic Language,6.8
26717073,German Language,6.8
26717073,English Language,6.8
26717073,Turkish Language,6.8
143259,English Language,2.7
12715828,Hindi Language,3.1
12715828,Urdu Language,3.1
11883104,English Language,5.0
4525665,Silent film,7.6
4525665,English Language,7.6
7681320,English Language,5.8
13333148,English Language,6.3
12433713,English Language,5.9
1934977,English Language,7.9
369682,French Language,7.7
369682,Japanese Language,7.7
369682,German Language,7.7
369682,English Language,7.7
18625617,French Language,6.5
26137623,English Language,5.7
9415710,English Language,5.4
1056686,Czech Language,7.2
1056686,English Language,7.2
1056686,Serbian language,7.2
11335429,Hindi Language,7.2
1041202,English Language,5.9
18940234,English Language,6.9
24771643,English Language,5.9
979825,French Language,7.8
979825,Swedish Language,7.8
979825,English Language,7.8
979825,Danish Language,7.8
11745593,Italian Language,7.4
18798887,English Language,5.9
217793,English Language,6.3
2295405,English Language,7.5
30920276,English Language,6.1
15047111,English Language,6.8
2966368,English Language,5.0
6983705,English Language,5.1
1553602,French Language,7.4
1553602,English Language,7.4
1553602,Portuguese Language,7.4
30607472,Korean Language,7.5
3142178,Standard Mandarin,7.5
18963606,Silent film,6.1
18963606,English Language,6.1
29836920,English Language,4.8
2685725,English Language,6.4
4619034,Standard Cantonese,5.5
4619034,Standard Mandarin,5.5
4619034,Cantonese,5.5
3796734,French Language,7.3
3796734,Swedish Language,7.3
3796734,Norwegian Language,7.3
3796734,Danish Language,7.3
18979350,Silent film,6.1
18979350,English Language,6.1
28713362,Hindi Language,4.0
1278961,Algonquin Language,6.7
1278961,English Language,6.7
15337018,English Language,6.4
887457,English Language,5.6
13806284,English Language,4.7
2885102,Korean Language,7.2
23281301,German Language,6.1
23281301,English Language,6.1
901907,Silent film,6.7
901907,English Language,6.7
6500339,English Language,6.8
30754247,English Language,4.6
2632306,Japanese Language,7.1
1830725,English Language,6.5
665883,Standard Cantonese,6.4
665883,Cantonese,6.4
12613761,English Language,6.8
6768671,Tamil Language,6.2
2563340,English Language,6.9
18599377,English Language,7.5
26109198,Romanian Language,7.0
1358544,English Language,6.7
73977,Silent film,6.7
73977,English Language,6.7
20370386,English Language,7.0
32162397,Portuguese Language,8.3
32162397,English Language,8.3
32162397,Spanish Language,8.3
34296392,English Language,5.7
4440277,English Language,7.0
4710606,English Language,6.5
18800331,English Language,6.5
22099425,Hindi Language,4.3
4586623,English Language,5.2
8055976,English Language,5.4
1265864,English Language,7.2
5602177,Portuguese Language,6.5
4857566,English Language,5.1
22091841,English Language,6.5
10289905,Tamil Language,3.5
28210328,English Language,6.5
18790154,Italian Language,7.4
18790154,Russian Language,7.4
18790154,Norwegian Language,7.4
18790154,Spanish Language,7.4
18790154,French Language,7.4
18790154,Latin Language,7.4
18790154,Swedish Language,7.4
18790154,English Language,7.4
18790154,Finnish Language,7.4
18790154,German Language,7.4
31574831,English Language,4.5
7999304,Standard Mandarin,6.1
7999304,Thai Language,6.1
6021280,English Language,5.6
6257892,Thai Language,6.2
1771625,English Language,5.2
2522220,English Language,7.0
27301153,Malayalam Language,6.3
3978163,English Language,5.6
19931038,Italian Language,4.7
30407971,Korean Language,6.8
25741513,Norwegian Language,5.6
1062036,English Language,5.5
34044006,English Language,6.1
1044875,English Language,6.6
5472438,Japanese Language,7.8
26890990,Arabic Language,6.7
26890990,Standard Mandarin,6.7
26890990,Spanish Language,6.7
26890990,French Language,6.7
26890990,English Language,6.7
26890990,Japanese Language,6.7
1119341,Japanese Language,6.1
1119341,Standard Mandarin,6.1
213471,English Language,8.0
213471,Standard Mandarin,8.0
213471,Cantonese,8.0
20195915,English Language,6.3
21652388,English Language,6.3
3223765,Indonesian Language,7.6
14170318,English Language,5.7
21426608,Tamil Language,8.0
12857910,English Language,6.6
9121945,Hindi Language,4.2
10190365,Hindi Language,6.2
19821180,English Language,5.0
5433016,Hindi Language,5.7
23652051,English Language,7.8
28646399,English Language,5.7
2426829,Polish Language,7.8
2032676,English Language,6.2
27693775,English Language,5.3
32114601,Malayalam Language,7.5
3126164,Bengali Language,7.2
6492614,English Language,7.6
1102282,French Language,8.1
1102282,English Language,8.1
2682493,Hindi Language,8.4
20896389,English Language,5.6
3896645,Tagalog language,6.5
3896645,Filipino language,6.5
3896645,English Language,6.5
23594997,English Language,4.9
32869134,English Language,6.3
8907743,Japanese Language,7.0
14790659,English Language,5.8
9010968,English Language,6.7
9623638,Spanish Language,5.8
24158073,English Language,5.3
11697273,English Language,6.5
11697273,Spanish Language,6.5
17365387,English Language,6.5
3671998,English Language,6.1
6491972,English Language,6.6
19874156,English Language,5.7
4144690,Italian Language,7.1
4144690,Spanish Language,7.1
6090730,Spanish Language,7.0
2571604,Greek Language,6.7
2571604,Aramaic language,6.7
2571604,Hebrew Language,6.7
2571604,Latin Language,6.7
2571604,English Language,6.7
2571604,German Language,6.7
18456072,English Language,5.3
19141239,Bengali Language,6.2
14538458,Hindi Language,4.3
15726696,English Language,5.9
2301060,English Language,7.1
3244123,English Language,6.6
2814516,English Language,6.1
9994307,French Language,7.2
35075250,English Language,6.5
1803595,English Language,7.2
2853254,Tamil Language,8.4
5375472,English Language,4.4
534778,English Language,5.2
20535192,French Language,7.2
35114850,Spanish Language,6.8
919722,English Language,6.1
18716845,English Language,6.5
23252763,English Language,7.2
31657529,English Language,6.4
26389395,English Language,5.9
31371925,Chinese language,7.5
31371925,Standard Cantonese,7.5
31371925,English Language,7.5
31371925,Standard Mandarin,7.5
31371925,Cantonese,7.5
30824882,English Language,5.8
30824882,American English,5.8
1577984,English Language,6.9
1511826,Standard Mandarin,7.5
2728447,English Language,6.6
13915018,Malayalam Language,8.0
33269085,Hindi Language,4.7
33269085,English Language,4.7
15122117,English Language,7.9
1129583,Esperanto Language,5.8
1129583,English Language,5.8
22050579,English Language,6.4
31706716,English Language,5.3
18689180,Swedish Language,4.3
2557050,English Language,6.8
648921,Latin Language,7.3
648921,English Language,7.3
2825783,English Language,6.7
35365357,Persian Language,7.1
4954419,English Language,6.3
12154789,English Language,6.7
13099032,French Language,5.2
8162204,English Language,7.3
1544670,English Language,7.0
1544670,Spanish Language,7.0
70508,English Language,8.0
16751513,English Language,7.2
6917971,English Language,6.1
19400604,English Language,5.1
174560,French Language,7.8
174560,English Language,7.8
174560,German Language,7.8
10827382,Korean Language,5.6
2887314,English Language,6.3
8004988,English Language,6.3
9912911,Italian Language,6.7
2909975,Hindi Language,4.5
2932827,English Language,6.9
14812466,English Language,7.5
4325320,French Language,7.0
1898116,English Language,6.9
9907431,English Language,2.4
16747410,English Language,6.7
7267220,English Language,5.8
16072264,English Language,5.0
9309429,English Language,8.0
1325571,Korean Language,6.7
1325571,English Language,6.7
21427848,English Language,6.8
1357356,English Language,5.7
16686440,English Language,6.1
3140828,English Language,6.7
3140828,Spanish Language,6.7
1271237,English Language,7.3
23525900,English Language,6.5
8753860,English Language,5.8
8850351,English Language,3.9
23904795,English Language,7.0
28204476,English Language,5.9
13914496,Malayalam Language,8.4
945305,English Language,7.0
33617254,English Language,2.8
32984773,English Language,6.5
32984773,Spanish Language,6.5
10090763,English Language,6.8
8188906,English Language,4.1
12361350,English Language,6.4
25048337,English Language,4.8
31335395,Japanese Language,6.5
4149808,English Language,6.7
842825,English Language,8.1
4832987,English Language,6.4
12839891,English Language,5.9
17404922,French Language,6.9
17404922,English Language,6.9
8843403,Hindi Language,8.3
8843403,English Language,8.3
32648655,Tamil Language,7.4
13861985,English Language,4.7
6809638,Tamil Language,7.5
7533751,English Language,6.3
26968376,French Language,7.2
26968376,Italian Language,7.2
26968376,English Language,7.2
180912,English Language,7.1
17225987,Bengali Language,7.7
1681132,English Language,6.1
383455,English Language,6.2
8160070,Hindi Language,4.9
8891457,English Language,5.9
35886865,English Language,6.3
496401,English Language,6.5
3628560,Italian Language,7.1
3628560,English Language,7.1
2254896,English Language,6.1
3589259,English Language,5.4
12099955,Ukrainian Language,5.3
12099955,English Language,5.3
12099955,Russian Language,5.3
33610926,Standard Mandarin,6.9
33610926,Cantonese,6.9
2372989,English Language,5.9
3910693,Hindi Language,5.8
35766264,English Language,5.9
16902655,English Language,5.9
6218427,English Language,5.2
33774989,English Language,5.1
6193473,Standard Mandarin,6.6
6193473,Cantonese,6.6
20774714,Japanese Language,7.1
519115,Japanese Language,7.1
519115,English Language,7.1
20066135,German Language,6.8
20066135,English Language,6.8
7347460,English Language,6.0
11439529,Dutch Language,4.6
2701438,English Language,7.0
21032415,English Language,6.6
13814165,English Language,2.8
19583175,English Language,6.3
7800159,English Language,4.9
1301789,English Language,6.8
3546329,English Language,6.4
5883755,English Language,5.5
876592,English Language,5.9
3294706,Japanese Language,6.9
23295876,English Language,5.7
17355803,Silent film,6.7
17355803,English Language,6.7
2368143,English Language,5.7
1631497,English Language,6.2
20358218,Standard Cantonese,6.8
20358218,Mandarin Chinese,6.8
20358218,Cantonese,6.8
36243056,Portuguese Language,5.7
34480764,English Language,7.3
2547451,English Language,6.6
1524596,English Language,6.6
30906682,English Language,5.7
1460724,Hindi Language,7.3
27754718,English Language,7.2
5010137,French Language,6.5
5010137,English Language,6.5
170139,English Language,6.4
4678174,German Language,7.1
850349,English Language,7.0
12985644,English Language,3.0
14281865,English Language,7.1
3569329,English Language,5.2
633883,English Language,6.1
323715,English Language,7.3
18465367,Spanish Language,5.7
16970911,English Language,5.4
2254715,English Language,2.8
3105139,English Language,6.6
11467610,English Language,3.9
11467610,English Language,2.7
14222093,Spanish Language,6.4
34050487,English Language,6.3
1670736,English Language,7.0
11502520,German Language,7.6
11502520,Spanish Language,7.6
21088389,Japanese Language,8.0
8776448,Korean Language,7.3
1848371,English Language,6.2
2206566,English Language,5.4
231829,French Language,8.0
231829,English Language,8.0
231829,German Language,8.0
9622333,English Language,7.1
8573314,Russian Language,7.1
5076487,Greek Language,6.5
5076487,English Language,6.5
5076487,Spanish Language,6.5
9338127,English Language,5.9
172278,English Language,6.8
948223,English Language,6.4
10518816,French Language,7.6
10518816,German Language,7.6
705267,English Language,5.4
11217759,Hindi Language,7.2
22276971,English Language,7.0
6647011,English Language,6.7
3606413,English Language,6.1
17867578,Tamil Language,5.5
10206962,English Language,7.2
624505,English Language,6.7
12498936,English Language,6.9
2450545,Romanian Language,5.1
2450545,English Language,5.1
10139922,Hindi Language,6.3
17188716,French Language,7.6
12606644,French Language,7.6
22965595,English Language,6.3
22965595,English Language,6.3
12186438,Hindi Language,5.8
28847751,Quechua,7.4
28847751,English Language,7.4
28847751,Spanish Language,7.4
23933249,Norwegian Language,6.4
27328338,English Language,6.3
31754231,Italian Language,6.3
31754231,English Language,6.3
271588,Silent film,7.2
271588,English Language,7.2
20669402,Korean Language,7.2
5429326,Cantonese,5.9
15112634,English Language,6.3
17484937,Hindi Language,4.6
921891,English Language,5.8
4399897,English Language,7.3
15703454,Greek Language,5.9
15703454,"Maya, Yucatán Language",5.9
15703454,German Language,5.9
15703454,English Language,5.9
15703454,Spanish Language,5.9
28014158,Swedish Language,5.5
28014158,English Language,5.5
10668224,English Language,6.5
876872,English Language,6.8
74978,English Language,7.7
176545,Swedish Language,8.1
176545,Latin Language,8.1
35874076,English Language,6.2
25466355,English Language,3.0
22322537,English Language,4.9
5454399,Japanese Language,6.1
11992824,English Language,6.1
23517727,English Language,6.9
443556,English Language,7.3
2359987,Hindi Language,4.7
2359987,English Language,4.7
2359987,Russian Language,4.7
1222561,English Language,5.9
13798364,English Language,6.4
2060664,English Language,6.6
798584,English Language,6.5
1741449,Standard Cantonese,7.1
1741449,Cantonese,7.1
2623071,Italian Language,6.5
2623071,English Language,6.5
5643855,English Language,6.8
26745434,Malayalam Language,4.9
573304,Standard Mandarin,7.6
573304,English Language,7.6
573304,Mandarin Chinese,7.6
1222552,English Language,7.1
1853921,English Language,5.0
886892,English Language,7.8
303847,English Language,6.9
248601,German Language,7.5
248601,English Language,7.5
5721992,English Language,5.5
6443785,English Language,5.6
3859677,English Language,6.9
2389941,English Language,6.7
2241842,Spanish Language,6.0
24451216,English Language,5.6
1570843,English Language,6.3
1299974,Swedish Language,7.7
67414,English Language,5.9
833502,English Language,6.9
833502,Spanish Language,6.9
8007011,English Language,4.8
9653770,English Language,6.4
24386991,Malayalam Language,5.6
3566511,Standard Tibetan,6.3
3566511,Tibetan languages,6.3
3566511,English Language,6.3
3566511,Latin Language,6.3
818002,English Language,6.5
3788150,English Language,6.0
2137591,Silent film,7.1
2137591,English Language,7.1
3071025,French Language,6.1
2352648,English Language,6.6
9001894,English Language,5.1
9001894,Cantonese,5.1
19275224,Hindi Language,6.4
15301003,English Language,3.8
6156767,Cantonese,7.1
17951322,English Language,6.3
23092448,English Language,5.5
17551895,English Language,5.9
5485644,Japanese Language,4.6
923265,Quechua,7.7
923265,Spanish Language,7.7
6095252,Esperanto Language,6.6
6095252,English Language,6.6
27149347,Malayalam Language,6.5
15478024,English Language,4.2
24652963,English Language,6.3
16013696,English Language,5.6
339526,French Language,7.7
339526,English Language,7.7
961777,English Language,6.7
19141442,Cantonese,7.5
9176428,English Language,5.6
2541839,English Language,6.8
98508,Standard Mandarin,7.5
98508,English Language,7.5
1898832,English Language,8.0
12993922,English Language,4.1
12514898,English Language,6.3
187086,English Language,7.6
23950782,English Language,3.7
9647695,English Language,5.7
5883086,English Language,6.2
19877803,English Language,6.6
10753947,English Language,7.1
924038,Swedish Language,7.4
13342147,English Language,6.9
5315438,English Language,3.4
3422774,English Language,5.4
14795399,English Language,5.9
5212120,English Language,6.8
267633,English Language,7.6
267633,Spanish Language,7.6
17274959,English Language,5.4
24665356,English Language,4.9
1267713,French Language,7.6
1267713,English Language,7.6
22680425,Turkish Language,5.7
2159529,English Language,5.7
565318,English Language,5.2
6034681,English Language,7.0
13167763,Italian Language,6.9
73498,English Language,7.8
9719009,English Language,3.8
27661332,English Language,6.7
27661332,Danish Language,6.7
22419613,Czech Language,7.4
22419613,German Language,7.4
2734962,Spanish Language,6.4
451877,Standard Cantonese,7.8
451877,Standard Mandarin,7.8
451877,Cantonese,7.8
2906780,English Language,7.8
2559661,Korean Language,6.8
2559661,Standard Mandarin,6.8
5207807,Hindi Language,7.0
600194,English Language,4.8
30448760,English Language,5.8
8612307,English Language,7.2
451023,English Language,6.8
19669545,English Language,6.0
6243766,English Language,6.8
19587744,English Language,4.9
11164932,English Language,6.3
3238135,English Language,2.1
4594202,English Language,5.3
14872132,Korean Language,6.3
2663035,Japanese Language,6.3
2037842,English Language,6.1
2558613,English Language,5.6
1655618,English Language,6.4
9079357,English Language,6.1
23266073,English Language,7.2
4586256,English Language,5.5
24228929,English Language,7.5
189776,French Language,8.1
189776,Serbo-Croatian,8.1
189776,German Language,8.1
189776,English Language,8.1
189776,Serbian language,8.1
3059526,Standard Cantonese,3.0
3059526,Standard Mandarin,3.0
3059526,English Language,3.0
3059526,Cantonese,3.0
7047921,English Language,7.8
31918569,English Language,7.3
31918569,American English,7.3
28174450,English Language,5.6
19221106,English Language,6.1
8119369,English Language,6.7
3754316,Irish,7.3
3754316,English Language,7.3
3754316,Latin Language,7.3
14923841,Hindi Language,8.1
14923841,Bhojpuri Language,8.1
14923841,Awadhi Language,8.1
3096476,English Language,4.8
10770994,Hindi Language,7.2
24201336,English Language,7.0
26373339,Malayalam Language,7.4
133622,German Language,7.4
133622,English Language,7.4
1380618,English Language,6.2
2886036,English Language,6.6
6535669,English Language,4.8
940668,Silent film,5.8
940668,English Language,5.8
14812463,English Language,6.4
3584478,English Language,7.0
26835108,Tamil Language,7.0
3142046,German Language,6.7
3142046,Standard Mandarin,6.7
3142046,Standard Cantonese,6.7
29437259,English Language,5.5
1873017,English Language,6.0
35493336,Bengali Language,6.3
450634,English Language,7.5
8773991,English Language,4.3
3412648,English Language,6.5
5667662,Silent film,6.7
5667662,German Language,6.7
2129381,English Language,6.6
2647404,English Language,5.3
30994952,Bengali Language,5.5
30994952,English Language,5.5
25751187,English Language,5.7
15274957,Telugu language,4.9
15274957,Tamil Language,4.9
7693015,English Language,5.8
15714214,Hindi Language,5.5
15714214,Russian Language,5.5
15714214,English Language,5.5
26488721,French Language,6.5
2055559,English Language,7.0
8880229,English Language,6.0
238906,English Language,4.9
26316286,English Language,6.6
6934510,English Language,4.3
11380312,Swedish Language,7.1
13198624,Hindi Language,5.8
8249745,Telugu language,7.3
2354228,English Language,6.6
13399638,Turkish Language,7.7
13399638,German Language,7.7
13399638,English Language,7.7
18368887,English Language,5.8
1223359,English Language,6.1
4760936,English Language,7.2
12131002,English Language,6.6
7052375,English Language,5.3
13264461,Italian Language,6.6
1011468,French Language,7.2
1011468,Vietnamese Language,7.2
1011468,English Language,7.2
4731909,English Language,7.8
20697583,French Language,5.7
20697583,English Language,5.7
33623750,English Language,5.5
31893898,English Language,6.2
34400393,English Language,6.4
1210579,English Language,6.8
15131446,English Language,5.2
2768565,Standard Cantonese,7.1
2768565,Cantonese,7.1
3447166,English Language,7.1
3842309,English Language,7.4
1665824,English Language,7.1
1665817,Polish Language,7.5
431562,English Language,7.9
2507217,English Language,7.6
24564971,English Language,6.2
2676861,English Language,7.1
19646172,English Language,5.0
16749397,English Language,6.9
1172795,Silent film,6.8
1172795,English Language,6.8
1519783,English Language,5.7
21306748,Hindi Language,2.9
3077127,Hindi Language,7.1
18293440,English Language,6.3
23461433,English Language,5.8
5884748,Tamil Language,6.2
33460500,Standard Mandarin,6.2
33460500,Cantonese,6.2
35249448,Standard Mandarin,5.5
3022675,English Language,5.5
4827986,Korean Language,5.7
14281617,Korean Language,6.6
8152894,French Language,5.1
8152894,English Language,5.1
1057569,English Language,6.9
10791989,Tamil Language,7.3
164365,English Language,7.4
28853738,English Language,6.7
7651220,English Language,7.3
2518695,English Language,7.1
1710716,English Language,6.1
3371111,Silent film,7.7
3371111,English Language,7.7
29434234,Korean Language,7.7
227291,English Language,5.5
20333594,English Language,6.2
17687304,Hindi Language,5.6
4056928,English Language,7.4
129368,Italian Language,8.0
129368,English Language,8.0
25430565,French Language,5.4
75264,English Language,8.0
15241745,Greek Language,7.9
15241745,English Language,7.9
15241745,German Language,7.9
24532496,English Language,5.5
2018921,English Language,6.4
8982459,English Language,7.0
29677455,Russian Language,6.9
697246,French Language,7.1
697246,Japanese Language,7.1
697246,Portuguese Language,7.1
697246,English Language,7.1
5549799,English Language,6.8
35277263,English Language,6.5
2473101,English Language,5.5
2864939,Italian Language,7.7
1412408,English Language,7.3
4731904,English Language,5.3
27731736,English Language,5.4
3838937,English Language,6.7
20845534,Spanish Language,5.3
10366448,Hindi Language,6.7
16143062,English Language,5.2
9842327,Cantonese,6.8
17050837,English Language,6.6
68124,English Language,7.4
25240519,English Language,5.5
8714647,English Language,4.8
23255,English Language,8.4
77674,English Language,7.1
3082124,English Language,6.9
10705512,English Language,7.1
2641743,English Language,5.3
7177441,Mandarin Chinese,6.9
7177441,Standard Mandarin,6.9
1474328,French Language,6.8
1474328,English Language,6.8
7382472,English Language,5.7
8714658,Hindi Language,8.3
8714658,English Language,8.3
143952,French Language,7.0
9811711,English Language,6.2
22430724,Ukrainian Language,6.5
22430724,English Language,6.5
1344253,English Language,5.3
468326,English Language,7.6
7177569,English Language,5.8
20509157,Korean Language,7.3
23919719,English Language,6.5
7871584,German Language,5.7
3038038,English Language,5.6
